Reeks,Wedstrijdnr,Datum,Uur,Thuis,Bezoekers,Sporthall,Uitslag,Setstanden,Uitslag reserven,Setstanden reserven
U11 Gemengd 2 tegen 2 Niveau3 B 2de ronde,U11X2-2N3B R2-0009,18/01/2020,11:30,VBT MACHELEN A,HZ 93 HOFSTADE-ZEMST,"Sporthal Bosveld, Machelen",,,,
U11 Gemengd 2 tegen 2 Niveau3 B 2de ronde,U11X2-2N3B R2-0001,25/01/2020,11:30,VBT MACHELEN A,VC KNØDDE MEISE B,"Sporthal Bosveld, Machelen",,,,
U11 Gemengd 2 tegen 2 Niveau3 B 2de ronde,U11X2-2N3B R2-0008,01/02/2020,11:30,VC FENIKS HAACHT,VBT MACHELEN A,"Sportcomplex Den Dijk, Haacht (Wespelaar)",,,,
U11 Gemengd 2 tegen 2 Niveau3 B 2de ronde,U11X2-2N3B R2-0011,08/02/2020,17:00,VC KNØDDE MEISE B,VBT MACHELEN A,Sporthal Meise,,,,
U11 Gemengd 2 tegen 2 Niveau3 B 2de ronde,U11X2-2N3B R2-0019,29/02/2020,12:30,HZ 93 HOFSTADE-ZEMST,VBT MACHELEN A,"Bloso Ter Heide, Hofstade",,,,
U11 Gemengd 2 tegen 2 Niveau3 B 2de ronde,U11X2-2N3B R2-0018,14/03/2020,11:30,VBT MACHELEN A,VC FENIKS HAACHT,"Sporthal Bosveld, Machelen",,,,
U11 Gemengd 2 tegen 2 Niveau3 B 2de ronde,U11X2-2N3B R2-0003,21/03/2020,11:30,VBT MACHELEN A,SPARTANA STEENOKKERZEEL,"Sporthal Bosveld, Machelen",,,,
U11 Gemengd 2 tegen 2 Niveau3 B 2de ronde,U11X2-2N3B R2-0013,25/04/2020,10:30,SPARTANA STEENOKKERZEEL,VBT MACHELEN A,"Gemeentelijke Sporthal, Steenokkerzeel",,,,
U11 Gemengd 2 tegen 2 Niveau3 D 2de ronde,U11X2-2N3D R2-0010,12/01/2020,10:00,VOLLEY THOR TERVUREN,VBT MACHELEN B,"Sportcentrum Diependal, Tervuren",,,,
U11 Gemengd 2 tegen 2 Niveau3 D 2de ronde,U11X2-2N3D R2-0006,18/01/2020,09:30,V.C. ZAVATH ZAVENTEM,VBT MACHELEN B,"Gemeentelijke Sporthal, Zaventem",,,,
U11 Gemengd 2 tegen 2 Niveau3 D 2de ronde,U11X2-2N3D R2-0001,25/01/2020,16:00,VBT MACHELEN B,WOLVERTEM SPORTING A,"Sporthal Bosveld, Machelen",,,,
U11 Gemengd 2 tegen 2 Niveau3 D 2de ronde,U11X2-2N3D R2-0011,08/02/2020,13:30,WOLVERTEM SPORTING A,VBT MACHELEN B,"Sportschuur, Wolvertem",,,,
U11 Gemengd 2 tegen 2 Niveau3 D 2de ronde,U11X2-2N3D R2-0016,07/03/2020,16:00,VBT MACHELEN B,V.C. ZAVATH ZAVENTEM,"Sporthal Bosveld, Machelen",,,,
U11 Gemengd 2 tegen 2 Niveau3 D 2de ronde,U11X2-2N3D R2-0017,14/03/2020,14:00,GRIVOK GRIMBERGEN C,VBT MACHELEN B,"Gem. Sporthal Prinsenbos, Grimbergen",,,,
U11 Gemengd 2 tegen 2 Niveau3 D 2de ronde,U11X2-2N3D R2-0007,21/03/2020,16:00,VBT MACHELEN B,GRIVOK GRIMBERGEN C,"Sporthal Bosveld, Machelen",,,,
U11 Gemengd 2 tegen 2 Niveau3 D 2de ronde,U11X2-2N3D R2-0020,25/04/2020,16:00,VBT MACHELEN B,VOLLEY THOR TERVUREN,"Sporthal Bosveld, Machelen",,,,
U11 Gemengd 2-2 Niveau 3 Reeks C,U11X2-2N3C-0003,28/09/2019,13:30,SPARTANA STEENOKKERZEEL,VBT MACHELEN,"Gemeentelijke Sporthal, Steenokkerzeel",7 - 1,"25/18, 25/12, 25/17, 25/22, 25/20, 25/10, 27/29, 25/15",,
U11 Gemengd 2-2 Niveau 3 Reeks C,U11X2-2N3C-0007,12/10/2019,16:00,VBT MACHELEN,VC FENIKS HAACHT,"Sporthal Bosveld, Machelen",1 - 7,"25/18, 25/27, 15/25, 18/25, 16/25, 25/27, 21/25, 23/25",,
U11 Gemengd 2-2 Niveau 3 Reeks C,U11X2-2N3C-0010,19/10/2019,11:30,V.C. ZAVATH ZAVENTEM.att,VBT MACHELEN,"Gemeentelijke Sporthal, Zaventem",2 - 6,"15/25, 11/25, 25/18, 17/25, 10/25, 12/25, 25/20, 19/25",,
U11 Gemengd 2-2 Niveau 3 Reeks C,U11X2-2N3C-0012,03/11/2019,13:30,HZ 93 HOFSTADE-ZEMST.att,VBT MACHELEN,"Bloso Ter Heide, Hofstade",2 - 6,"17/25, 7/25, 25/22, 23/25, 12/25, 18/25, 28/26, 20/25",,
U11 Gemengd 2-2 Niveau 3 Reeks C,U11X2-2N3C-0013,09/11/2019,11:30,VBT MACHELEN,SPARTANA STEENOKKERZEEL,"Sporthal Bosveld, Machelen",6 - 2,"25/22, 23/25, 25/13, 25/23, 25/16, 25/15, 25/13, 20/25",,
U11 Gemengd 2-2 Niveau 3 Reeks C,U11X2-2N3C-0017,23/11/2019,11:30,VC FENIKS HAACHT,VBT MACHELEN,"Sportcomplex Den Dijk, Haacht (Wespelaar)",7 - 1,"25/17, 25/23, 25/15, 21/25, 25/13, 25/15, 25/8, 25/13",,
U11 Gemengd 2-2 Niveau 3 Reeks C,U11X2-2N3C-0020,30/11/2019,11:30,VBT MACHELEN,V.C. ZAVATH ZAVENTEM.att,"Sporthal Bosveld, Machelen",3 - 5,"25/19, 25/22, 16/25, 18/25, 25/23, 20/25, 23/25, 18/25",,
U11 Gemengd 2-2 Niveau 3 Reeks C,U11X2-2N3C-0002,07/12/2019,11:30,VBT MACHELEN,HZ 93 HOFSTADE-ZEMST.att,"Sporthal Bosveld, Machelen",5 - 3,"25/17, 15/25, 25/15, 25/17, 25/11, 25/14, 17/25, 17/25",,
U17 Meisjes Niveau 2 Reeks B Ronde 2,U17MN2B R2-0004,11/01/2020,14:00,VBT MACHELEN,VCV LEEFDAAL-BERTEM B.att,"Sporthal Bosveld, Machelen",,,,
U17 Meisjes Niveau 2 Reeks B Ronde 2,U17MN2B R2-0005,18/01/2020,13:30,BDO HAASRODE LEUVEN B.att,VBT MACHELEN,Sportcomplex Haasrode,,,,
U17 Meisjes Niveau 2 Reeks B Ronde 2,U17MN2B R2-0010,01/02/2020,16:30,VBT MACHELEN,DAATMET LIEDEKERKE,"Sporthal Bosveld, Machelen",,,,
U17 Meisjes Niveau 2 Reeks B Ronde 2,U17MN2B R2-0018,08/02/2020,16:00,VC LENNIK DAMES A,VBT MACHELEN,"Gem. Sporthal Jo Baetens, Lennik",,,,
U17 Meisjes Niveau 2 Reeks B Ronde 2,U17MN2B R2-0015,29/02/2020,14:00,VBT MACHELEN,BDO HAASRODE LEUVEN B.att,"Sporthal Bosveld, Machelen",,,,
U17 Meisjes Niveau 2 Reeks B Ronde 2,U17MN2B R2-0020,07/03/2020,18:00,DAATMET LIEDEKERKE,VBT MACHELEN,"Sporthal Heuvelkouter, Liedekerke",,,,
U17 Meisjes Niveau 2 Reeks B Ronde 2,U17MN2B R2-0014,15/03/2020,16:30,VCV LEEFDAAL-BERTEM B.att,VBT MACHELEN,"Gemeentelijke Sportzaal, Leefdaal",,,,
U17 Meisjes Niveau 2 Reeks B Ronde 2,U17MN2B R2-0008,18/04/2020,14:00,VBT MACHELEN,VC LENNIK DAMES A,"Sporthal Bosveld, Machelen",,,,
U17 Meisjes Niveau 2 Reeks C,U17MN2C-0001,08/09/2019,15:30,VC ETERNIT KAPELLE O/D BOS,VBT MACHELEN,"Sporthal Eternit, Kapelle-op-den-Bos",1 - 4,"25/14, 17/25, 18/25, 23/25, 9/15",,
U17 Meisjes Niveau 2 Reeks C,U17MN2C-0005,28/09/2019,11:30,VC FENIKS HAACHT.att,VBT MACHELEN,"Sportcomplex Den Dijk, Haacht (Wespelaar)",3 - 2,"25/23, 21/25, 25/17, 13/25, 15/13",,
U17 Meisjes Niveau 2 Reeks C,U17MN2C-0022,05/10/2019,10:00,HZ 93 HOFSTADE-ZEMST.att,VBT MACHELEN,"Bloso Ter Heide, Hofstade",4 - 1,"25/19, 25/18, 25/16, 10/25, 15/13",,
U17 Meisjes Niveau 2 Reeks C,U17MN2C-0010,12/10/2019,17:00,GRIVOK GRIMBERGEN B.att,VBT MACHELEN,"Gem. Sporthal Prinsenbos, Grimbergen",0 - 5,"8/25, 22/25, 11/25, 16/25, 10/15",,
U17 Meisjes Niveau 2 Reeks C,U17MN2C-0014,27/10/2019,14:00,KEVOC KEERBERGEN.att,VBT MACHELEN,"Gemeentelijke Sporthal, Keerbergen",5 - 0,"25/19, 25/18, 25/22, 25/18, 15/12",,
U17 Meisjes Niveau 2 Reeks C,U17MN2C-0020,02/11/2019,14:00,VBT MACHELEN,VC FENIKS HAACHT.att,"Sporthal Bosveld, Machelen",4 - 1,"25/14, 25/22, 25/21, 13/25, 15/10",,
U17 Meisjes Niveau 2 Reeks C,U17MN2C-0007,09/11/2019,14:00,VBT MACHELEN,HZ 93 HOFSTADE-ZEMST.att,"Sporthal Bosveld, Machelen",1 - 4,"25/22, 21/25, 27/29, 12/25, 16/18",,
U17 Meisjes Niveau 2 Reeks C,U17MN2C-0016,16/11/2019,14:00,VBT MACHELEN,VC ETERNIT KAPELLE O/D BOS,"Sporthal Bosveld, Machelen",5 - 0,"25/20, 25/13, 25/17, 25/7, 15/6",,
U17 Meisjes Niveau 2 Reeks C,U17MN2C-0025,23/11/2019,14:00,VBT MACHELEN,GRIVOK GRIMBERGEN B.att,"Sporthal Bosveld, Machelen",5 - 0,"25/18, 25/14, 25/9, 25/23, 15/10",,
U17 Meisjes Niveau 2 Reeks C,U17MN2C-0029,30/11/2019,14:00,VBT MACHELEN,KEVOC KEERBERGEN.att,"Sporthal Bosveld, Machelen",2 - 3,"26/24, 21/25, 25/17, 24/26, 12/15",,
U15 Meisjes Niveau 1,U15MN1-0003,07/09/2019,15:30,VBT MACHELEN A,VC LENNIK DAMES A,"Sporthal Bosveld, Machelen",0 - 5,"17/25, 18/25, 16/25, 17/25, 12/15",,
U15 Meisjes Niveau 1,U15MN1-0053,28/09/2019,14:00,VBT MACHELEN A,VOLLEYBALCLUB B.V.S. AARSCHOT A,"Sporthal Bosveld, Machelen",3 - 2,"15/25, 25/22, 21/25, 25/21, 15/12",,
U15 Meisjes Niveau 1,U15MN1-0012,05/10/2019,11:45,VBT MACHELEN A,VOLLEY SCHEPDAAL VZW A,,0 - 5,"17/25, 21/25, 12/25, 15/25, 12/15",,
U15 Meisjes Niveau 1,U15MN1-0017,20/10/2019,14:30,VOLANZO LANDEN-ZOUTLEEUW,VBT MACHELEN A,"Stadshal, Landen",5 - 0,"25/10, 25/13, 25/10, 25/10, 15/7",,
U15 Meisjes Niveau 1,U15MN1-0021,02/11/2019,09:30,VBT MACHELEN A,GOVOK CAMMAERT GOOIK  VZW,"Sporthal Bosveld, Machelen",1 - 4,"24/26, 26/28, 21/25, 25/19, 14/16",,
U15 Meisjes Niveau 1,U15MN1-0031,09/11/2019,17:30,BDO HAASRODE LEUVEN B,VBT MACHELEN A,Sporthal Heverlee,3 - 2,"25/13, 15/25, 25/23, 25/23, 12/15",,
U15 Meisjes Niveau 1,U15MN1-0042,16/11/2019,11:45,VBT MACHELEN A,BDO HAASRODE LEUVEN A,,0 - 5,"12/25, 5/25, 10/25, 10/25, 10/15",,
U15 Meisjes Niveau 1,U15MN1-0039,23/11/2019,11:45,VBT MACHELEN A,LIZARDS LUBBEEK-LEUVEN,,2 - 3,"23/25, 15/25, 20/25, 25/21, 19/17",,
U15 Meisjes Niveau 1,U15MN1-0048,30/11/2019,11:00,VC LENNIK DAMES A,VBT MACHELEN A,"Gem. Sporthal Jo Baetens, Lennik",5 - 0,"25/6, 25/9, 25/14, 25/15, 15/10",,
U15 Meisjes Niveau 1,U15MN1-0009,11/01/2020,13:30,VOLLEYBALCLUB B.V.S. AARSCHOT A,VBT MACHELEN A,"Sint-Jozefscollege, Aarschot",,,,
U15 Meisjes Niveau 1,U15MN1-0056,18/01/2020,16:30,VOLLEY SCHEPDAAL VZW A,VBT MACHELEN A,"Sporthal Caerenbergveld, Schepdaal",,,,
U15 Meisjes Niveau 1,U15MN1-0068,26/01/2020,13:00,GOVOK CAMMAERT GOOIK  VZW,VBT MACHELEN A,"Sporthal Koornmolen, Gooik",,,,
U15 Meisjes Niveau 1,U15MN1-0061,01/02/2020,11:45,VBT MACHELEN A,VOLANZO LANDEN-ZOUTLEEUW,,,,,
U15 Meisjes Niveau 1,U15MN1-0029,08/02/2020,16:30,KRUIKENBURG TERNAT,VBT MACHELEN A,Sporthal Kruikenburg,,,,
U15 Meisjes Niveau 1,U15MN1-0075,15/02/2020,11:45,VBT MACHELEN A,KRUIKENBURG TERNAT,,,,,
U15 Meisjes Niveau 1,U15MN1-0079,07/03/2020,11:45,VBT MACHELEN A,BDO HAASRODE LEUVEN B,,,,,
U15 Meisjes Niveau 1,U15MN1-0081,14/03/2020,14:00,LIZARDS LUBBEEK-LEUVEN,VBT MACHELEN A,Sporthal Lubbeek,,,,
U15 Meisjes Niveau 1,U15MN1-0089,25/04/2020,10:30,BDO HAASRODE LEUVEN A,VBT MACHELEN A,Sportcomplex Haasrode,,,,
U15 Meisjes Niveau 2 Reeks D 2de Ronde,U15MN2D R2-0004,05/01/2020,11:30,KREG ROTSELAAR A,VBT MACHELEN B,"Sportoase De Meander, Rotselaar",,,,
U15 Meisjes Niveau 2 Reeks D 2de Ronde,U15MN2D R2-0008,11/01/2020,09:30,VBT MACHELEN B,VCV LEEFDAAL-BERTEM,"Sporthal Bosveld, Machelen",,,,
U15 Meisjes Niveau 2 Reeks D 2de Ronde,U15MN2D R2-0001,26/01/2020,15:30,VOLLEY OPWIJK B.att,VBT MACHELEN B,"Gemeentelijke Sporthal, Opwijk",,,,
U15 Meisjes Niveau 2 Reeks D 2de Ronde,U15MN2D R2-0009,01/02/2020,09:30,VBT MACHELEN B,VC ETERNIT KAPELLE O/D BOS,"Sporthal Bosveld, Machelen",,,,
U15 Meisjes Niveau 2 Reeks D 2de Ronde,U15MN2D R2-0018,09/02/2020,14:30,VCV LEEFDAAL-BERTEM,VBT MACHELEN B,"Gemeentelijke Sportzaal, Bertem",,,,
U15 Meisjes Niveau 2 Reeks D 2de Ronde,U15MN2D R2-0014,29/02/2020,09:30,VBT MACHELEN B,KREG ROTSELAAR A,"Sporthal Bosveld, Machelen",,,,
U15 Meisjes Niveau 2 Reeks D 2de Ronde,U15MN2D R2-0019,15/03/2020,09:30,VC ETERNIT KAPELLE O/D BOS,VBT MACHELEN B,"Sporthal Eternit, Kapelle-op-den-Bos",,,,
U15 Meisjes Niveau 2 Reeks D 2de Ronde,U15MN2D R2-0011,25/04/2020,09:30,VBT MACHELEN B,VOLLEY OPWIJK B.att,"Sporthal Bosveld, Machelen",,,,
U15 Meisjes Niveau 2 Reeks E,U15MN2E-0001,08/09/2019,11:30,KREG ROTSELAAR B,VBT MACHELEN B,"Sportoase De Meander, Rotselaar",0 - 5,"22/25, 19/25, 13/25, 21/25, 13/25",,
U15 Meisjes Niveau 2 Reeks E,U15MN2E-0013,05/10/2019,13:30,STERKO KORTENBERG,VBT MACHELEN B,Sporthal Erps-Kwerps,4 - 1,"25/22, 25/16, 25/16, 22/25, 15/12",,
U15 Meisjes Niveau 2 Reeks E,U15MN2E-0008,12/10/2019,09:30,VC FENIKS HAACHT,VBT MACHELEN B,"Sportcomplex Den Dijk, Haacht (Wespelaar)",2 - 3,"10/25, 25/19, 17/25, 27/29, 16/14",,
U15 Meisjes Niveau 2 Reeks E,U15MN2E-0006,19/10/2019,16:30,KEVOC KEERBERGEN.att,VBT MACHELEN B,"Gemeentelijke Sporthal, Keerbergen",5 - 0,"25/14, 25/9, 25/10, 26/24, 15/9",,
U15 Meisjes Niveau 2 Reeks E,U15MN2E-0011,02/11/2019,11:45,VBT MACHELEN B,KREG ROTSELAAR B,"Sporthal Bosveld, Machelen",3 - 2,"19/25, 25/16, 25/17, 25/22, 12/15",,
U15 Meisjes Niveau 2 Reeks E,U15MN2E-0003,09/11/2019,09:30,VBT MACHELEN B,STERKO KORTENBERG,"Sporthal Bosveld, Machelen",2 - 3,"23/25, 25/23, 22/25, 16/25, 17/15",,
U15 Meisjes Niveau 2 Reeks E,U15MN2E-0016,16/11/2019,12:30,VBT MACHELEN B,KEVOC KEERBERGEN.att,"Sporthal Bosveld, Machelen",0 - 5,"10/25, 15/25, 10/25, 15/25, 11/15",,
U15 Meisjes Niveau 2 Reeks E,U15MN2E-0018,23/11/2019,09:30,VBT MACHELEN B,VC FENIKS HAACHT,"Sporthal Bosveld, Machelen",2 - 3,"21/25, 25/16, 24/26, 23/25, 15/11",,
U13 Meisjes Niveau 1 Reeks B,U13MN1B-0001,08/09/2019,09:30,LIZARDS LUBBEEK-LEUVEN A,VBT MACHELEN A,Sporthal Lubbeek,0 - 5,"20/25, 5/25, 15/25, 10/25, 6/15",,
U13 Meisjes Niveau 1 Reeks B,U13MN1B-0009,12/10/2019,11:45,VBT MACHELEN A,VOLLEY SCHEPDAAL VZW B,"Sporthal Bosveld, Machelen",0 - 5,"17/25, 21/25, 19/25, 10/25, 11/15",,
U13 Meisjes Niveau 1 Reeks B,U13MN1B-0021,19/10/2019,11:45,VBT MACHELEN A,GOVOK CAMMAERT GOOIK  VZW B,"Sporthal Bosveld, Machelen",1 - 4,"16/25, 25/22, 18/25, 15/25, 12/15",,
U13 Meisjes Niveau 1 Reeks B,U13MN1B-0013,02/11/2019,12:30,KRUIKENBURG TERNAT A,VBT MACHELEN A,Sporthal Kruikenburg,4 - 1,"25/15, 25/18, 25/16, 22/25, 15/10",,
U13 Meisjes Niveau 1 Reeks B,U13MN1B-0014,09/11/2019,09:30,VBT MACHELEN A,BDO HAASRODE LEUVEN B,"Sporthal Bosveld, Machelen",1 - 4,"13/25, 15/25, 25/27, 14/25, 17/15",,
U13 Meisjes Niveau 1 Reeks B,U13MN1B-0016,16/11/2019,16:00,VBT MACHELEN A,LIZARDS LUBBEEK-LEUVEN A,"Sporthal Bosveld, Machelen",5 - 0,"25/13, 25/17, 25/12, 25/17, 15/11",,
U13 Meisjes Niveau 1 Reeks B,U13MN1B-0006,30/11/2019,14:30,GOVOK CAMMAERT GOOIK  VZW B,VBT MACHELEN A,"Sporthal Koornmolen, Gooik",5 - 0,"25/23, 25/19, 28/26, 25/23, 15/12",,
U13 Meisjes Niveau 1 Reeks B,U13MN1B-0024,04/01/2020,14:30,VOLLEY SCHEPDAAL VZW B,VBT MACHELEN A,"Sporthal Caerenbergveld, Schepdaal",,,,
U13 Meisjes Niveau 1 Reeks B,U13MN1B-0029,18/01/2020,14:00,BDO HAASRODE LEUVEN B,VBT MACHELEN A,Sporthal Heverlee,,,,
U13 Meisjes Niveau 1 Reeks B,U13MN1B-0027,25/01/2020,11:45,VBT MACHELEN A,KRUIKENBURG TERNAT A,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks B 2de Ronde ,U13MN2B R2 -0004,04/01/2020,11:45,VBT MACHELEN B,BRUSSELS VOLLEY.att,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks B 2de Ronde ,U13MN2B R2 -0008,11/01/2020,11:45,VBT MACHELEN B,VC ETERNIT KAPELLE O/D BOS B,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks B 2de Ronde ,U13MN2B R2 -0019,08/02/2020,14:30,BRUSSELS VOLLEY.att,VBT MACHELEN B,Sporthal Ganshoren,,,,
U13 Meisjes Niveau 2 Reeks B 2de Ronde ,U13MN2B R2 -0030,29/02/2020,11:45,VBT MACHELEN B,VELVOC VELTEM-BEISEM,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks B 2de Ronde ,U13MN2B R2 -0023,08/03/2020,09:30,VC ETERNIT KAPELLE O/D BOS B,VBT MACHELEN B,"Sporthal Eternit, Kapelle-op-den-Bos",,,,
U13 Meisjes Niveau 2 Reeks B 2de Ronde ,U13MN2B R2 -0017,14/03/2020,11:00,DAVOC LOT A,VBT MACHELEN B,"Vogelenzang, Lot",,,,
U13 Meisjes Niveau 2 Reeks B 2de Ronde ,U13MN2B R2 -0002,21/03/2020,11:45,VBT MACHELEN B,DAVOC LOT A,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks B 2de Ronde ,U13MN2B R2 -0015,28/03/2020,12:00,VELVOC VELTEM-BEISEM,VBT MACHELEN B,"Warotzaal, Winksele",,,,
U13 Meisjes Niveau 2 Reeks B 2de Ronde ,U13MN2B R2 -0010,19/04/2020,14:30,VOLANZO LANDEN-ZOUTLEEUW B.att,VBT MACHELEN B,"Stadshal, Landen",,,,
U13 Meisjes Niveau 2 Reeks B 2de Ronde ,U13MN2B R2 -0025,25/04/2020,11:45,VBT MACHELEN B,VOLANZO LANDEN-ZOUTLEEUW B.att,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks D 2de Ronde ,U13MN2D R2-0012,04/01/2020,09:30,VBT MACHELEN C,DAATMET LIEDEKERKE A,,,,,
U13 Meisjes Niveau 2 Reeks D 2de Ronde ,U13MN2D R2-0015,11/01/2020,09:30,VBT MACHELEN C,KRUIKENBURG TERNAT D,,,,,
U13 Meisjes Niveau 2 Reeks D 2de Ronde ,U13MN2D R2-0007,18/01/2020,10:00,VC KNØDDE MEISE B.att,VBT MACHELEN C,Sporthal Meise,,,,
U13 Meisjes Niveau 2 Reeks D 2de Ronde ,U13MN2D R2-0003,26/01/2020,10:00,VOLLEY THOR TERVUREN.att,VBT MACHELEN C,"Sportcentrum Diependal, Tervuren",,,,
U13 Meisjes Niveau 2 Reeks D 2de Ronde ,U13MN2D R2-0006,01/02/2020,16:00,DAVOC LOT B,VBT MACHELEN C,"Vogelenzang, Lot",,,,
U13 Meisjes Niveau 2 Reeks D 2de Ronde ,U13MN2D R2-0018,15/02/2020,09:30,VBT MACHELEN C,VOLLEY THOR TERVUREN.att,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks D 2de Ronde ,U13MN2D R2-0027,22/02/2020,13:30,DAATMET LIEDEKERKE A,VBT MACHELEN C,"Sporthal Heuvelkouter, Liedekerke",,,,
U13 Meisjes Niveau 2 Reeks D 2de Ronde ,U13MN2D R2-0021,29/02/2020,09:30,VBT MACHELEN C,DAVOC LOT B,,,,,
U13 Meisjes Niveau 2 Reeks D 2de Ronde ,U13MN2D R2-0022,07/03/2020,09:30,VBT MACHELEN C,VC KNØDDE MEISE B.att,,,,,
U13 Meisjes Niveau 2 Reeks D 2de Ronde ,U13MN2D R2-0030,26/04/2020,10:00,KRUIKENBURG TERNAT D,VBT MACHELEN C,Sporthal Kruikenburg,,,,
U13 Meisjes Niveau 2 Reeks I 2de Ronde ,U13MN2I R2-0006,18/01/2020,14:30,BRUSSELS VOLLEY,VBT MACHELEN D,Sporthal Ganshoren,,,,
U13 Meisjes Niveau 2 Reeks I 2de Ronde ,U13MN2I R2-0002,25/01/2020,09:30,VBT MACHELEN D,HZ 93 HOFSTADE-ZEMST.att,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks I 2de Ronde ,U13MN2I R2-0004,01/02/2020,17:00,GRIVOK GRIMBERGEN B,VBT MACHELEN D,"Gem. Sporthal Prinsenbos, Grimbergen",,,,
U13 Meisjes Niveau 2 Reeks I 2de Ronde ,U13MN2I R2-0012,08/02/2020,10:00,HZ 93 HOFSTADE-ZEMST.att,VBT MACHELEN D,"Bloso Ter Heide, Hofstade",,,,
U13 Meisjes Niveau 2 Reeks I 2de Ronde ,U13MN2I R2-0019,15/02/2020,11:45,VBT MACHELEN D,VOLLEY OPWIJK E,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks I 2de Ronde ,U13MN2I R2-0009,08/03/2020,15:30,VOLLEY OPWIJK E,VBT MACHELEN D,"Gemeentelijke Sporthal, Opwijk",,,,
U13 Meisjes Niveau 2 Reeks I 2de Ronde ,U13MN2I R2-0016,14/03/2020,16:00,VBT MACHELEN D,BRUSSELS VOLLEY,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks I 2de Ronde ,U13MN2I R2-0014,25/04/2020,09:30,VBT MACHELEN D,GRIVOK GRIMBERGEN B,"Sporthal Bosveld, Machelen",,,,
U13 Meisjes Niveau 2 Reeks E,U13MN2E-0007,08/09/2019,12:30,VC ETERNIT KAPELLE O/D BOS B,VBT MACHELEN B,"Sporthal Eternit, Kapelle-op-den-Bos",2 - 3,"25/18, 21/25, 25/23, 20/25, 7/15",,
U13 Meisjes Niveau 2 Reeks E,U13MN2E-0004,28/09/2019,11:45,VBT MACHELEN B,VC FENIKS HAACHT A,"Sporthal Bosveld, Machelen",4 - 1,"25/22, 25/15, 14/25, 25/17, 15/8",,
U13 Meisjes Niveau 2 Reeks E,U13MN2E-0015,05/10/2019,14:00,GRIVOK GRIMBERGEN,VBT MACHELEN B,"Gem. Sporthal Prinsenbos, Grimbergen",0 - 5,"8/25, 16/25, 7/25, 15/25, 3/15",,
U13 Meisjes Niveau 2 Reeks E,U13MN2E-0001,19/10/2019,17:00,VC KNØDDE MEISE C,VBT MACHELEN B,Sporthal Meise,1 - 4,"11/25, 9/25, 13/25, 11/25, 17/15",,
U13 Meisjes Niveau 2 Reeks E,U13MN2E-0011,02/11/2019,09:30,VBT MACHELEN B,VC KNØDDE MEISE C,"Sporthal Bosveld, Machelen",4 - 1,"25/4, 20/25, 25/18, 24/15, 15/6",,
U13 Meisjes Niveau 2 Reeks E,U13MN2E-0014,09/11/2019,09:30,VC FENIKS HAACHT A,VBT MACHELEN B,"Sportcomplex Den Dijk, Haacht (Wespelaar)",2 - 3,"5/25, 21/25, 26/24, 25/22, 11/15",,
U13 Meisjes Niveau 2 Reeks E,U13MN2E-0005,16/11/2019,11:45,VBT MACHELEN B,GRIVOK GRIMBERGEN,"Sporthal Bosveld, Machelen",3 - 2,"25/20, 25/7, 21/25, 25/14, 13/15",,
U13 Meisjes Niveau 2 Reeks E,U13MN2E-0017,23/11/2019,11:45,VBT MACHELEN B,VC ETERNIT KAPELLE O/D BOS B,"Sporthal Bosveld, Machelen",3 - 2,"25/22, 25/20, 16/25, 25/20, 7/15",,
U13 Meisjes Niveau 2 Reeks F,U13MN2F-0011,07/09/2019,11:30,VBT MACHELEN C,VC FENIKS HAACHT B,,1 - 4,"25/23, 26/28, 20/25, 21/25, 11/15",,
U13 Meisjes Niveau 2 Reeks F,U13MN2F-0013,28/09/2019,10:30,SPARTANA STEENOKKERZEEL.att,VBT MACHELEN C,"Gemeentelijke Sporthal, Steenokkerzeel",0 - 5,"5/25, 13/25, 15/25, 13/25, 10/15",,
U13 Meisjes Niveau 2 Reeks F,U13MN2F-0006,05/10/2019,12:30,HZ 93 HOFSTADE-ZEMST.att,VBT MACHELEN C,"Bloso Ter Heide, Hofstade",0 - 5,"15/25, 14/25, 13/25, 16/25, 16/18",,
U13 Meisjes Niveau 2 Reeks F,U13MN2F-0008,12/10/2019,14:00,KEVOC KEERBERGEN,VBT MACHELEN C,"Gemeentelijke Sporthal, Keerbergen",3 - 2,"25/18, 21/25, 28/26, 25/18, 6/15",,
U13 Meisjes Niveau 2 Reeks F,U13MN2F-0018,02/11/2019,11:45,VBT MACHELEN C,KEVOC KEERBERGEN,"Sporthal Bosveld, Machelen",2 - 3,"25/8, 23/25, 22/25, 25/12, 13/15",,
